;Johnny Cash;Willie Nelson;Dolly Parton;Hank Williams;Faith Hill;Dixie Chicks;Garth Brooks;Kenny Rogers;Tim McGraw;Hank Snow;Brooks and Dunn;Lee Hazlewood;Kenny Chesney;Jim Reeves;Roger Miller;Kris Kristofferson;Bob Dylan;Joni Mitchell;Leonard Cohen;Joan Baez;Townes van Zandt;Pete Seeger;Suzanne Vega;Tracy Chapman;Tim Buckley;Steeleye Span;Woody Guthrie;Donovan;Cat Stevens;John Denver;Don McLean;Crosby Stills & Nash;Miles Davis;Dave Brubeck;Billie Holiday;Duke Ellington;Django Reinhardt;Glenn Miller;Ella Fitzgerald;Louis Armstrong;Nat King Cole;Herbie Hancock;Nina Simone;John Coltrane;Charlie Parker;Count Basie;Thelonious Monk;Cannonball Adderley;John Lee Hooker;Muddy Waters;Taj Mahal;John Mayall;Big Bill Broonzy;BB King;Howlin' Wolf;Willie Dixon;Blind Lemon Jefferson;Blind Willie McTell;Mississippi John Hurt;T-Bone Walker;Etta James;Lightnin' Hopkins;Otis Rush;Albert King;James Brown;Marvin Gaye;Otis Redding;Solomon Burke;Sam Cooke;Aretha Franklin;Al Green;The Temptations;The Drifters;Fats Domino;The Supremes;Isaac Hayes;Alicia Keys;Erykah Badu;India Arie;Jill Scott;Iron Maiden;Megadeth;Slayer;Sepultura;Black Sabbath;Anthrax;Alice Cooper;Deep Purple;Def Leppard;AC/DC;Judas Priest;Kiss;Metallica;Pantera;Queensryche;Skid Row;Nirvana;Beck;Smashing Pumpkins;Radiohead;Belle and Sebastian;Alice in Chains;Echo and the Bunnymen;Sonic Youth;Weezer;Pearl Jam;Foo Fighters;Hole;Bush;The Smiths;Depeche Mode;Jane's Addiction;Patti Smith;Sex Pistols;Sid Vicious;Ramones;Bad Religion;The Clash;NoFX;Dead Kennedys;Buzzcocks;Green Day;Blink 182;Sum 41;The Misfits;Rancid;Screeching Weasel;Pennywise;Eminem;Dr. Dre;Public Enemy;Missy Elliot;Cypress Hill;50 Cent;Run DMC;Grandmaster Flash;2Pac;Snoop Dogg;Jay-Z;Busta Rhymes;LL Cool J;DMX;Ice Cube;Mystikal;Aphex Twin;Daft Punk;Kraftwerk;Chemical Brothers;Fatboy Slim;Basement Jaxx;Carl Cox;Moloko;Paul Oakenfold;Prodigy;Armand van Helden;Moby;Massive Attack;Mouse on Mars;Jimi Tenor;Underworld;Bob Marley;Jimmy Cliff;Peter Tosh;Ziggy Marley;Sean Paul;Alpha Blondy;Shaggy;Maxi Priest;Shabba Ranks;UB40;Inner Circle;Desmond Dekker;Capleton;Bounty Killer;Eddy Grant;Black Uhuru;The Rolling Stones;The Animals;The Faces;The Kinks;The Who;Elvis Presley;Chuck Berry;Little Richard;Jerry Lee Lewis;Buddy Holly;Bo Diddley;Bill Haley;Chubby Checker;The Yardbirds;Carl Perkins;Gene Vincent;Madonna;Britney Spears;N'Sync;Justin Timberlake;ABBA;Michael Jackson;Janet Jackson;Prince;Spice Girls;Christina Aguilera;Robbie Williams;Nelly Furtado;Avril Lavigne;Jennifer Lopez;O-Town;Shakira;Wolfgang Amadeus Mozart;Ludwig van Beethoven;Johann Sebastian Bach;Joseph Haydn;Johannes Brahms;Frederic Chopin;Antonin Dvorak;Gustav Mahler;Franz Schubert;Antonio Vivaldi;Richard Wagner;Herbert von Karajan;Yehudi Menuhin;Georg Friedrich Haendel;Tchaikovsky;Giuseppe Verdi
Brooks and Dunn;0,565577;0,599092;0,608288;0,608829;0,587504;0,621106;0,695283;0,654672;0,691252;0,654224;1;0,415773;0,695653;0,588704;0,612174;0,562117;0,013987;0;0;0,021096;0,289588;0,017606;0;0;0;0;0,177192;0;0;0,49904;0,004212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,018749;0;0;0;0;0,023705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,052058;0;0;0,044659;0,007514;0;0;0;0;0,155483;0,010679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lee Hazlewood;0,87655;0,8313;0,730048;0,741886;0,554537;0,626694;0,648695;0,618535;0,592511;0,595535;0,415773;1;0,605192;0,560321;0,807608;0,861232;0,634939;0,599435;0,673284;0,651605;0,843644;0,63598;0,479305;0,489848;0,675828;0,362308;0,768181;0,64985;0,645558;0,901532;0,576135;0,448109;0,033128;0,030324;0,06963;0,050785;0,022217;0,053932;0,056631;0,08715;0,103984;0,02646;0,082039;0,028786;0,035994;0,033422;0,025978;0,033085;0,091467;0,086885;0,198867;0,093152;0,135557;0,079567;0,079501;0,134842;0,131879;0,147221;0,206671;0,076726;0,082773;0,100721;0,088816;0,078148;0,038716;0,040823;0,093553;0,069286;0,101189;0,057614;0,038295;0,075798;0,186991;0,126957;0,106202;0,028457;0,125897;0,025154;0;0,023624;0,008818;0,008613;0,007971;0,000799;0,02984;0,00858;0,053516;0,057437;0,042263;0,045477;0,009837;0,048662;0,019907;0,007759;0,014256;0,021498;0,026896;0,25597;0,03738;0,027234;0,067339;0,020074;0;0,026608;0,048809;0,030363;0,046194;0,026206;0,027561;0,027951;0,012833;0,039197;0,223988;0,016324;0,011619;0,031757;0,013694;0,025218;0,011768;0,008948;0,011242;0,038849;0,01765;0,018131;0,006355;0,009345;0,007659;0,010612;0,023247;0,004941;0,007581;0;0,009883;0,013966;0,03093;0,005344;0,006098;0,009172;0,008743;0,005095;0,006482;0,002789;0,005328;0,006692;0,000931;0,002725;0,002334;0;0,003615;0,013314;0;0,00788;0,000996;0,008212;0,003396;0,024146;0,001492;0,001831;0,012564;0,002108;0,020614;0,001479;0,00495;0,010088;0,008592;0;0,025267;0,024445;0,00108;0,023192;0,005005;0,012502;0;0;0,033528;0,000405;0,111684;0,161258;0,039444;0,13951;0,100682;0,19753;0,121758;0,106419;0,147496;0,161135;0,102466;0,048195;0,166667;0,140168;0,173117;0,072103;0,101605;0,11097;0,075562;0,103884;0,096904;0,102203;0,082283;0,091414;0,081667;0,105002;0,122314;0,276017;0,090894;0,079228;0,118216;0,148916;0;0;0;0;0;0;0;0;0;0;0;0;0,012907;0;0;0
Kenny Chesney;0,809789;0,84169;0,85774;0,852234;0,859004;0,880395;0,984668;0,920141;0,990499;0,912684;0,695653;0,605192;1;0,827258;0,861431;0,794669;0,053971;0,017511;0,032237;0,043953;0,415568;0,033722;0,038261;0,024608;0,032193;0,005407;0,255117;0,023408;0,032497;0,711259;0,046355;0,03408;0,000823;0,000361;0,00048;0,0007;0,000558;0,000961;0,00033;0,001648;0,003074;0,000339;0,00117;0,000359;0,00052;0,000333;0,000176;0,000353;0,002867;0,001103;0,010525;0,007727;0,000181;0;0,001403;0,002651;0,000433;0,00078;0,000666;0,000916;0,002063;0,000551;0,028434;0,001672;0,004241;0,004264;0,002807;0,035949;0,005361;0,002763;0,001462;0,005823;0,008708;0,00442;0,008734;0,002422;0,019427;0,002065;0;0,001005;0,009189;0,004348;0,001996;0,00117;0,019136;0,003347;0,03394;0,033061;0,040672;0,035226;0,005866;0,034036;0,015657;0,004096;0,021865;0,02287;0,032329;0,033803;0,03409;0,032056;0,014493;0,024957;0,004772;0,021394;0,049204;0,036661;0,055174;0,028583;0,042987;0,029392;0,019612;0,044517;0,045899;0,01167;0,003967;0,018452;0,01236;0,023626;0,009229;0,006252;0,012151;0,03878;0,018094;0,025073;0,004557;0,008213;0,004505;0,010221;0,00758;0,001296;0,002466;0;0,004694;0,005047;0,002464;0,005251;0,002028;0,002854;0,003012;0,001248;0,005565;0,001045;0,001806;0,001333;0,000419;0,002795;0,001993;0;0,004426;0,008634;0;0,004437;0,000867;0,001643;0,001196;0,013013;0,00121;0,001578;0,000649;0,002278;0,006254;0;0,00018;0,001298;0,005303;0,000179;0,015643;0,016274;0,000417;0,02016;0,00428;0,000845;0;0;0,022949;0,000593;0,047818;0,036849;0,0044;0,045678;0,042755;0,109201;0,024935;0,0193;0,075408;0,03962;0,015086;0,017556;0,013972;0,033587;0,222367;0,022286;0,057474;0,056519;0,044621;0,05378;0,046751;0,064697;0,044734;0,057431;0,055357;0,051482;0,073579;0,052544;0,066839;0,042838;0,061529;0,055282;0;0;0;0;0;0;0;0;0;0;0;0;0,001421;0;0;0
Jim Reeves;0,689688;0,757645;0,748289;0,8901;0,708126;0,740363;0,844583;0,965216;0,836511;0,918877;0,588704;0,560321;0,827258;1;0,905441;0,770449;0,031894;0,009683;0,01405;0,047938;0,353335;0,036484;0,019406;0,012966;0,018106;0,001445;0,217847;0,043013;0,022451;0,630173;0,039328;0,134589;0,00836;0,009856;0,021669;0,014959;0,008843;0,032985;0,022751;0,045439;0,073378;0,00788;0,021537;0,008441;0,008213;0,009155;0,007818;0,00792;0,007512;0,004433;0,005469;0,006539;0,000306;0,001633;0,002137;0,004255;0,003223;0,002201;0,002749;0,00124;0,024148;0,002333;0,022664;0,001022;0,021037;0,028867;0,058025;0,046052;0,075516;0,030333;0,022199;0,062606;0,152382;0,072595;0,07679;0,017745;0,018443;0,008979;0,007369;0,008391;0;0,000681;0,000768;0;0,000061;0,000745;0,002043;0,000798;0,00058;0,000062;0;0,000777;0,000819;0,000588;0;0,000626;0,000619;0,007207;0,001704;0,001559;0,005794;0,00043;0;0,000819;0,003623;0,001821;0,001101;0,001097;0,000236;0,004407;0,003604;0,001822;0,004138;0;0;0,000778;0,000612;0,000383;0,000586;0,000487;0,000352;0,003992;0,001805;0,000586;0,00075;0,000401;0,000854;0,000379;0,005572;0,00047;0,000716;0;0,000794;0,004329;0,003128;0,0006;0,000941;0,001556;0,001881;0,001114;0,001751;0,000472;0,00069;0,001297;0,000101;0,003859;0,000405;0;0,003933;0,009203;0,001638;0,004882;0,002821;0,001201;0,004176;0,007171;0,000064;0,000629;0,005271;0,00255;0,000241;0,000931;0,000229;0,000078;0,006435;0,001057;0,014596;0,011295;0,002175;0,009285;0,001654;0,006616;0;0;0,024433;0;0,016896;0,06595;0;0,03997;0,017595;0,144088;0,042257;0,078261;0,121224;0,095633;0,019482;0,027573;0,109899;0,032169;0,221953;0,062614;0,037404;0,040406;0,031468;0,065918;0,041432;0,043214;0,031522;0,028602;0,035471;0,037836;0,060378;0,034448;0,022598;0,03237;0,040113;0,027282;0,002957;0,003084;0,001986;0;0,00171;0,000806;0;0,001196;0,001652;0,002536;0,000729;0,000587;0,003306;0,002188;0,001691;0,000728
Roger Miller;0,887113;0,90983;0,85483;0,943102;0,736356;0,813833;0,885404;0,929633;0,861227;0,902724;0,612174;0,807608;0,861431;0,905441;1;0,9119;0,317845;0,290341;0,300673;0,35056;0,627817;0,342528;0,204717;0,217823;0,301425;0,215886;0,526965;0,331613;0,313943;0,858758;0,272913;0,289906;0,000805;0,001668;0,015702;0,010473;0,001474;0,026872;0,015167;0,035572;0,061213;0,000745;0,020593;0,000791;0,001144;0,002417;0,000387;0,000777;0,008951;0,005661;0,066133;0,015698;0,038343;0;0,001976;0,021479;0,04106;0,045779;0,081791;0,001773;0,017951;0,015525;0,025557;0,000817;0,016921;0,023788;0,056146;0,041067;0,071679;0,021954;0,015591;0,0577;0,153516;0,072498;0,077252;0,013856;0,038904;0,005828;0;0,005424;0,002077;0,001063;0,001198;0;0,011395;0,001163;0,018151;0,02323;0,01364;0,015467;0,004314;0,015659;0,003032;0,000916;0;0,003843;0,001644;0,096037;0,002953;0,001189;0,025764;0,001042;0;0,001345;0,003936;0,002502;0,001818;0,001711;0,000344;0,004582;0,002322;0,002458;0,06755;0,002331;0,000349;0,006738;0,000954;0,006044;0,001015;0,001013;0,000513;0,003666;0,001592;0,001097;0,001225;0,000695;0,000889;0,000657;0,005727;0,000814;0,00124;0;0,001271;0,003285;0,005421;0,000937;0,001036;0,001618;0,001704;0,000976;0,001381;0,00049;0,000923;0,00129;0;0,000388;0,00021;0;0,00039;0,003364;0;0,001674;0,000235;0,00138;0,000724;0,004527;0;0,000572;0,001142;0,000259;0,006337;0,000807;0,001584;0,005549;0,003374;0;0,008754;0,007577;0,001284;0,006672;0,000983;0,008181;0;0;0,015925;0;0,048019;0,09948;0,015487;0,075033;0,049929;0,163609;0,060342;0,08262;0,135551;0,113888;0,020674;0,038558;0,120198;0,066273;0,231852;0,069947;0,025426;0,027318;0,019633;0,03936;0,03137;0,026976;0,021102;0,023875;0,021907;0,026546;0,042534;0,116134;0,020847;0,019828;0,03156;0,042431;0;0;0;0;0;0;0;0;0;0;0;0;0,002688;0;0;0
Kris Kristofferson;0,931825;0,973102;0,841829;0,947027;0,674825;0,756016;0,841693;0,814905;0,785755;0,838618;0,562117;0,861232;0,794669;0,770449;0,9119;1;0,432908;0,428991;0,487444;0,437574;0,819632;0,485075;0,331206;0,35022;0,480255;0,231579;0,673186;0,409805;0,445564;0,894519;0,371965;0,183587;0,000591;0,000729;0,00472;0,008627;0,000258;0,002994;0,001266;0,004556;0,007124;0,000684;0,019559;0,000726;0,00105;0,00074;0,000355;0,000713;0,005978;0,005792;0,086687;0,007904;0,040248;0;0,001587;0,048752;0,039101;0,057449;0,094484;0,000814;0,004306;0,016409;0,022273;0,001201;0,006617;0,010596;0,007974;0,032313;0,016839;0,00236;0,008409;0,005228;0,009027;0,005952;0,003321;0,009848;0,077583;0,013177;0;0,012234;0,003338;0,002147;0,001539;0,000405;0,00872;0,001922;0,015329;0,015643;0,013467;0,014262;0,002617;0,014151;0,006448;0,00202;0,007228;0,007296;0,010961;0,182076;0,013122;0,010966;0,029131;0,008545;0;0,008026;0,017504;0,012918;0,019849;0,009948;0,013443;0,008294;0,003296;0,015941;0,16913;0,006621;0,005322;0,010084;0,004906;0,008844;0,003915;0,002659;0,004708;0,013762;0,006945;0,008395;0,001023;0,003318;0,001757;0,004039;0,005878;0,000897;0,00131;0;0,002392;0,001844;0,004978;0,00086;0,000951;0,001332;0,001043;0,00056;0,000577;0,00045;0,000847;0,000862;0,000145;0,000535;0,000708;0;0,001073;0,000479;0;0,000154;0,000162;0,001569;0,000302;0,002873;0,000367;0,000225;0,000734;0,000534;0,014701;0,000148;0,004074;0,006295;0,001394;0;0,002204;0,00007;0,000786;0,00173;0,000602;0,003756;0;0;0,008375;0,000205;0,020382;0,01772;0,010665;0,021342;0,019404;0,083602;0,019473;0,014837;0,068601;0,048994;0,011111;0,008656;0,014569;0,014464;0,185287;0,017708;0,009844;0,007566;0;0,012785;0,009969;0,009424;0,010082;0,023897;0,000386;0,013058;0,030287;0,145886;0,023458;0,001799;0,012362;0,074208;0;0;0;0;0;0;0;0;0;0;0;0;0,002009;0;0;0
Bob Dylan;0,575648;0,386191;0,238232;0,26314;0,068206;0,128924;0,073781;0,060864;0,024816;0,061188;0,013987;0,634939;0,053971;0,031894;0,317845;0,432908;1;0,752278;0,838377;0,834323;0,678061;0,751926;0,507348;0,568369;0,831887;0,6616;0,746195;0,860369;0,913988;0,626451;0,87435;0,392106;0,017962;0,006414;0,05454;0,025747;0,006309;0,004277;0,032499;0,041045;0,036592;0,003971;0,066952;0,005541;0,016087;0,014055;0,00513;0,01361;0,151593;0,133215;0,314152;0,227376;0,208903;0,129312;0,133038;0,174676;0,198073;0,215066;0,296507;0,131023;0,091592;0,155257;0,149716;0,132012;0,046454;0,026097;0,073893;0,074934;0,045203;0,046987;0,018907;0,048282;0,059593;0,109558;0,047818;0,015829;0,0853;0,016132;0,009455;0,013066;0,059441;0,015217;0,006385;0,004931;0,201351;0,011452;0,303896;0,376811;0,284543;0,308392;0,069296;0,281788;0,080301;0,015169;0,088258;0,106054;0,131584;0,350849;0,137896;0,146153;0,095868;0,101608;0,001599;0,099074;0,208186;0,152062;0,235617;0,114895;0,170995;0,096817;0,043253;0,185494;0,363974;0,077771;0,025208;0,134341;0,054741;0,15546;0,038455;0,03104;0,05288;0,152743;0,075143;0,105467;0,002206;0,033874;0,015252;0,045401;0,012573;0,002522;0,008596;0;0,017664;0,005607;0,004129;0,00233;0,003375;0,004973;0,003364;0,000604;0,00153;0,002427;0,002577;0,004422;0,00249;0,00769;0,003579;0;0,014338;0,007774;0;0,003144;0,0021;0,005505;0,000351;0,025454;0,006085;0,004107;0,000696;0,006994;0,052012;0,001106;0,004525;0,017901;0,004539;0,000359;0,006613;0,00202;0,000186;0,025111;0,006112;0,009865;0;0;0,012459;0,002612;0,5063;0,468406;0,194619;0,446926;0,478111;0,342904;0,310592;0,135326;0,163962;0,197931;0,177306;0,126938;0,116569;0,461383;0,062944;0,056161;0,02978;0,024424;0,004984;0,011471;0,034815;0,045315;0,024883;0,123659;0,010288;0,03239;0,110957;0,240574;0,162353;0,007912;0,047345;0,14873;0,002219;0,00232;0,000899;0;0,000824;0;0;0,000473;0,000714;0,001836;0,000577;0,000465;0,003095;0,003466;0,00067;0,000943
Joni Mitchell;0,468946;0,369448;0,387667;0,254617;0,206991;0,280692;0,058256;0,023916;0,001131;0,064625;0;0,599435;0,017511;0,009683;0,290341;0,428991;0,752278;1;0,832088;0,907363;0,69276;0,747456;0,816481;0,869939;0,773188;0,527047;0,744865;0,728569;0,820143;0,588195;0,648385;0,389547;0,079278;0,078722;0,238112;0,086194;0,070183;0,060015;0,246374;0,078471;0,074914;0,073426;0,257122;0,076592;0,07437;0,072507;0,076837;0,075601;0,027663;0,015965;0,181753;0,040162;0,097837;0,022684;0,009593;0,076607;0,085208;0,102786;0,207419;0,011543;0,222199;0,042973;0,015505;0,010372;0,018481;0,02186;0,022948;0,018203;0,029595;0,199668;0,022358;0,021789;0,022714;0,028349;0,158637;0,018492;0,296606;0,220285;0,145725;0,198573;0,014757;0,003576;0,001363;0,001201;0,051406;0,002646;0,076823;0,096311;0,072618;0,078018;0,017612;0,072136;0,019782;0,003628;0,021746;0,027072;0,036714;0,296641;0,044357;0,051542;0,086245;0,02796;0,001558;0,04435;0,065194;0,040813;0,063728;0,197842;0,048462;0,043759;0,016258;0,053669;0,460654;0,023949;0,012905;0,038257;0,014399;0,042153;0,009896;0,008113;0,016036;0,042296;0,022877;0,047772;0,001323;0,008923;0,004464;0,011354;0,007702;0,000443;0,001473;0;0,006178;0,002258;0;0,001576;0,000854;0,001533;0,001405;0,000317;0,001538;0,000773;0,000799;0,00357;0,001252;0,003315;0,002395;0;0,005204;0,008868;0;0,158166;0,003746;0,001268;0,000293;0,012206;0,00672;0,002486;0,030215;0,002304;0,025127;0,000778;0,005174;0,013447;0,002379;0,000058;0,005606;0,004949;0,000045;0,011187;0,002431;0,005474;0;0;0,011981;0,000609;0,123447;0,11513;0,060348;0,119056;0,121029;0,094143;0,076144;0,039481;0,049623;0,079104;0,029098;0,032554;0,033929;0,105523;0,014227;0,015915;0,198308;0,176924;0,014572;0,015949;0,072948;0,031912;0,210138;0,057949;0,159071;0,245084;0,055248;0,519186;0,306496;0,176298;0,036311;0,303146;0,001922;0,001666;0,000602;0;0,000803;0,001867;0;0,000231;0,001681;0,000895;0,000281;0,000226;0,00065;0,001689;0,001305;0,00046
Leonard Cohen;0,532233;0,401129;0,252308;0,282018;0,046097;0,101852;0,082971;0,036523;0,008386;0,084902;0;0,673284;0,032237;0,01405;0,300673;0,487444;0,838377;0,832088;1;0,76604;0,752984;0,754325;0,601188;0,643263;0,883782;0,449355;0,763777;0,768791;0,84639;0,59056;0,71627;0,336964;0,031969;0,014132;0,087732;0,044221;0,010776;0,006327;0,053756;0,063241;0,054286;0,011314;0,101142;0,013937;0,029605;0,026646;0,013647;0,026441;0,208659;0,198552;0,359311;0,213577;0,262586;0,201341;0,197372;0,269459;0,249968;0,266974;0,334485;0,193395;0,131753;0,219889;0,191486;0,196739;0,04651;0,021046;0,065608;0,098359;0,038442;0,057333;0,026433;0,020195;0,016707;0,132551;0,014551;0,020181;0,130934;0,025195;0,011639;0,021692;0,031876;0,010991;0,00415;0,003705;0,080935;0,008058;0,129182;0,146723;0,134567;0,137929;0,025468;0,12391;0,049861;0,011314;0,066773;0,063587;0,112111;0,431449;0,141207;0,154328;0,11723;0,087317;0,003411;0,113994;0,192377;0,124426;0,197289;0,103541;0,152749;0,110265;0,044712;0,167747;0,398569;0,04845;0,020871;0,0724;0,044895;0,087022;0,03073;0,022166;0,042593;0,128475;0,071822;0,114555;0,002895;0,027488;0,013213;0,035193;0,013518;0,001543;0,00403;0;0,019819;0,004596;0;0,003449;0,002384;0,003853;0,00287;0,000248;0,00255;0,002091;0,00229;0,003192;0,003641;0,009726;0,004501;0;0,015977;0,01107;0,000046;0,006524;0,002526;0,00379;0,000267;0,034824;0,012437;0,007299;0,004359;0,006986;0,041652;0,000459;0,006885;0,014848;0,004978;0,000128;0,008199;0,005108;0,000596;0,01798;0,005254;0,007803;0;0;0,018755;0,001877;0,230969;0,187789;0,05346;0,182476;0,188746;0,146905;0,175743;0,076063;0,072309;0,124969;0,214304;0,062901;0,045789;0,210104;0,031191;0,02469;0,03695;0,026469;0,010631;0,020715;0,036664;0,046919;0,031017;0,103377;0,017509;0,040097;0,108153;0,335657;0,20848;0,01138;0,048459;0,174883;0,000066;0,000065;0,00006;0;0;0;0;0;0;0;0;0;0;0;0;0
Joan Baez;0,514182;0,402912;0,386576;0,276655;0,197126;0,290424;0,075172;0,059111;0,030405;0,06604;0,021096;0,651605;0,043953;0,047938;0,35056;0,437574;0,834323;0,907363;0,76604;1;0,695;0,818612;0,735299;0,776679;0,77157;0,613042;0,804038;0,852884;0,820302;0,60508;0,695315;0,443537;0,007489;0,00527;0,16209;0,015856;0,003447;0,00385;0,160489;0,022491;0,02275;0,002054;0,182238;0,002725;0,007621;0,006687;0,002401;0,006426;0,07368;0,063187;0,23287;0,112802;0,154338;0,05851;0,059855;0,104026;0,145104;0,162951;0,259379;0,061088;0,187012;0,091189;0,069021;0,05914;0,025775;0,024214;0,084939;0,040318;0,050018;0,167951;0,013953;0,043823;0,128695;0,055929;0,215388;0,012855;0,236879;0,162665;0,094871;0,145006;0,017896;0,003357;0,001857;0,000887;0,07663;0,002738;0,111919;0,149862;0,097236;0,110211;0,027611;0,102306;0,021173;0,003316;0,015823;0,029346;0,027404;0,250764;0,029915;0,029098;0,066755;0,020781;0;0,023595;0,041905;0,031931;0,0456;0,16157;0,033394;0,022093;0,00923;0,037765;0,379907;0,025601;0,010046;0,046436;0,023673;0,051102;0,010146;0,021765;0,011547;0,031211;0,01553;0,020164;0,000768;0,006646;0,003298;0,017703;0,006385;0,000889;0,02073;0;0,004598;0,002097;0,003737;0,000646;0,001091;0,001683;0,001305;0,000578;0,000649;0,000686;0,000928;0,002678;0,000454;0,001729;0,001329;0;0,003132;0,004947;0;0,131633;0,002983;0,001755;0,00034;0,007284;0,004416;0,000985;0,000049;0,001393;0,024424;0,00271;0,004709;0,015046;0,001211;0,000744;0,002494;0,001763;0;0,008792;0,001481;0,015057;0;0;0,006735;0,00045;0,242885;0,282258;0,096731;0,27652;0,239053;0,157468;0,140854;0,062033;0,085818;0,09138;0,069396;0,042185;0,152736;0,279654;0,034836;0,028948;0,157715;0,141338;0,005638;0,007555;0,054347;0,017505;0,168143;0,04344;0,125602;0,195034;0,036819;0,422785;0,200807;0,141875;0,025352;0,236928;0;0;0;0;0;0;0;0;0;0;0;0;0,001616;0;0;0
Townes van Zandt;0,799547;0,788139;0,580046;0,668817;0,356503;0,469806;0,471781;0,39802;0,401786;0,442784;0,289588;0,843644;0,415568;0,353335;0,627817;0,819632;0,678061;0,69276;0,752984;0,695;1;0,782071;0,503768;0,557638;0,734883;0,436322;0,898846;0,659431;0,715549;0,81507;0,551651;0,337782;0,005439;0,001986;0,022365;0,016289;0,000854;0,000898;0,011181;0,013515;0,011159;0,00141;0,040923;0,001924;0,005668;0,004949;0,001779;0,00483;0,049932;0,049456;0,19716;0,044828;0,121387;0,045896;0,044892;0,107585;0,115468;0,143289;0,22129;0,044379;0,031043;0,074645;0,052744;0,044623;0,011609;0,010525;0,016847;0,038834;0,018717;0,011738;0,008592;0,001454;0,001192;0,027866;0,000687;0,010354;0,102681;0,016897;0,014241;0,015817;0,001404;0,00091;0,000593;0,000199;0,002653;0,000786;0,005005;0,004822;0,005058;0,005313;0,000729;0,004745;0,002768;0,000867;0,003546;0,003125;0,00541;0,262662;0,006225;0,007852;0,055265;0,004025;0;0,007361;0,011058;0,005987;0,009921;0,004924;0,00674;0,009588;0,001569;0,00789;0,212551;0,001969;0,000944;0,003187;0,002321;0,003636;0,001784;0,001272;0,002227;0,006485;0,003151;0,004242;0,000301;0,00155;0,00097;0,001908;0,005282;0,00033;0,000503;0;0,000988;0,000576;0,001465;0,000253;0,000545;0,000528;0,000426;0,000206;0,00017;0,000166;0,000312;0,000793;0,000214;0,00035;0,000095;0;0,000526;0,000353;0;0,000151;0,000079;0,000533;0,000089;0,001305;0,00027;0,000276;0,000154;0,000306;0,017581;0;0,005246;0,011251;0,000266;0,000053;0,000382;0,000256;0,000083;0,000477;0,000277;0,00423;0;0;0,005283;0,000151;0,013817;0,010193;0;0,013157;0,005965;0,044232;0,026752;0,008369;0,040813;0,045538;0,04481;0,002876;0,005758;0,017961;0,095641;0,007466;0,010356;0,007224;0;0,001855;0,00417;0,006561;0,011546;0,023279;0,000284;0,01501;0,022473;0,229948;0,021289;0,000602;0,012677;0,097659;0;0;0;0;0;0;0;0;0;0;0;0;0,00076;0;0;0
Pete Seeger;0,50459;0,448984;0,257318;0,318146;0,035169;0,156667;0,072958;0,044338;0,028073;0,067268;0,017606;0,63598;0,033722;0,036484;0,342528;0,485075;0,751926;0,747456;0,754325;0,818612;0,782071;1;0,499589;0,565703;0,747474;0,601746;0,942819;0,748705;0,775626;0,592603;0,600989;0,483974;0,00108;0,000762;0,007155;0,008564;0,000202;0,001968;0,002852;0,005196;0,006551;0,0005;0,024369;0,000606;0,001389;0,001193;0,000445;0,001117;0,01334;0,012559;0,189812;0,01817;0,115996;0,008139;0,008839;0,051748;0,109982;0,136709;0,240221;0,008343;0,008701;0,043721;0,009903;0,008148;0,006353;0,009434;0,012344;0,013008;0,016705;0,004263;0,005079;0,006065;0,014065;0,009895;0,008397;0,007472;0,069969;0,011535;0,00551;0,010908;0,002134;0,000543;0,000536;0;0,011046;0,000594;0,016877;0,021793;0,015276;0,015508;0,004284;0,015846;0,002295;0,000351;0,000419;0,00512;0,000959;0,230755;0,001132;0,000518;0,061504;0,000571;0,002013;0,001031;0,00124;0,001362;0,000775;0,000729;0,000188;0,007097;0,003289;0,001326;0,147437;0,004678;0,000268;0,006136;0,04738;0,013118;0,009473;0,054269;0,000491;0,002791;0,000491;0;0,002136;0,000266;0,000328;0,033294;0,003876;0,000312;0,069916;0;0,000487;0,000933;0,002079;0,002634;0,000331;0,000428;0,000907;0,00076;0,001565;0,000529;0,000344;0,000731;0;0;0,000403;0,000206;0;0;0;0;0,000169;0,000693;0,000126;0,000511;0;0;0,000328;0,000186;0,015348;0,000155;0,006228;0,015647;0,000485;0,002711;0,000812;0,000799;0,000352;0,003537;0,000079;0,003803;0;0;0,009021;0;0,029371;0,03337;0,014847;0,036543;0,028967;0,030035;0,025265;0,011759;0,021587;0,035409;0,012064;0,006339;0,018048;0,031685;0,011705;0,005452;0,00896;0,004697;0;0,005647;0,005971;0,008244;0,009242;0,018879;0,000067;0,009998;0,017272;0,246637;0,010528;0,000683;0,012554;0,063429;0;0;0;0;0;0;0;0;0;0;0;0;0,000839;0;0;0
